categories,subcategories,items,description,notes
0,0C,0C004.Note 2:,"and σ
B and σ
Z are the thermal neutron capture cross sections (in barns) for naturally occurring boron and element Z respectively; and AB and AZ are the atomic masses of naturally occurring boron and element Z respectively.",
0,0C,0C005,"Specially prepared compounds or powders for the manufacture of gaseous diffusion barriers, resistant to corrosion by UF6 (e.g. nickel or alloys containing 60% by weight or more nickel, aluminium oxide and fully fluorinated hydrocarbon polymers), having a purity of 99,9% by weight or more and a particle size less than 10 μm measured by ASTM B330 standard and a high degree of particle size uniformity.",
0,0D,0D001,"""Software"" specially designed or modified for the ""development"", ""production"" or ""use"" of goods specified in this Category.",
0,0E,0E001,"""Technology"" according to the Nuclear Technology Note for the ""development"", ""production"" or ""use"" of goods specified in this Category.",
1,1A,1A001,"Components made from fluorinated compounds, as follows:",
1,1A,1A001.a.,"Seals, gaskets, sealants or fuel bladders, specially designed for ""aircraft"" or aerospace use, made from more than 50% by weight of any of the materials specified in 1C009.b. or 1C009.c.;",
1,1A,1A001.b.,Not used;,
1,1A,1A001.c.,Not used.,
1,1A,1A002,"""Composite"" structures or laminates, as follows:",
1,1A,1A002,,"SEE ALSO 1A202, 9A010 and 9A110."
1,1A,1A002.a.,Made from any of the following:,
1,1A,1A002.a.1.,"An organic ""matrix"" and ""fibrous or filamentary materials"" specified in 1C010.c. or 1C010.d.: or",
1,1A,1A002.a.2.,Prepregs or preforms specified in 1C010.e.;,
1,1A,1A002.b.,"Made from a metal or carbon ""matrix"", and any of the following:",
1,1A,1A002.b.1.,"Carbon ""fibrous or filamentary materials"" having all of the following:",
1,1A,1A002.b.1.a.,"A ""specific modulus"" exceeding 10,15 x 106 m; and",
1,1A,1A002.b.1.b.,"A ""specific tensile strength"" exceeding 17,7 x 104 m; or",
1,1A,1A002.b.2.,Materials specified in 1C010.c.,
1,1A,1A002.b.2.,,"1A002 does not control composite structures or laminates made from epoxy resin impregnated carbon fibrous or filamentary materials for the repair of civil aircraft structures or laminates, having all of the following:







a.



An area not exceeding 1 m2











b.



A length not exceeding 2,5 m and












c.



A width exceeding 15 mm."
1,1A,1A002.Note 1:a.,An area not exceeding 1 m2;,
1,1A,1A002.Note 1:b.,"A length not exceeding 2,5 m; and",
1,1A,1A002.Note 1:c.,A width exceeding 15 mm.,
1,1A,1A002.Note 1:c.,,"1A002 does not control semi-finished items, specially designed for purely civilian applications as follows:







a.



Sporting goods











b.



Automotive industry











c.



Machine tool industry











d.



Medical applications."
1,1A,1A002.Note 2:a.,Sporting goods;,
1,1A,1A002.Note 2:b.,Automotive industry;,
1,1A,1A002.Note 2:c.,Machine tool industry;,
1,1A,1A002.Note 2:d.,Medical applications.,
1,1A,1A002.Note 2:d.,,"1A002.b.1. does not control semi-finished items containing a maximum of two dimensions of interwoven filaments and specially designed for applications as follows:







a.



Metal heat-treatment furnaces for tempering metals











b.



Silicon boule production equipment."
1,1A,1A002.Note 3:a.,Metal heat-treatment furnaces for tempering metals;,
1,1A,1A002.Note 3:b.,Silicon boule production equipment.,
1,1A,1A002.Note 3:b.,,1A002 does not control finished items specially designed for a specific application.
1,1A,1A002.Note 3:b.,,"1A002.b.1. does not control mechanically chopped, milled, or cut carbon fibrous or filamentary materials 25,0 mm or less in length."
1,1A,1A003,"Manufactures of non-""fusible"" aromatic polyimides in film, sheet, tape or ribbon form having any of the following:",
1,1A,1A003.a.,"A thickness exceeding 0,254 mm; or",
1,1A,1A003.b.,"Coated or laminated with carbon, graphite, metals or magnetic substances.",
1,1A,1A003.b.,,"1A003 does not control manufactures when coated or laminated with copper and
designed for the production of electronic printed circuit boards."
1,1A,1A003.b.,,"For fusible aromatic polyimides in any form, see 1C008.a.3."
1,1A,1A004,"Protective and detection equipment and components not specially designed for military use, as follows:",
1,1A,1A004,,"SEE ALSO MILITARY GOODS CONTROLS, 2B351 AND 2B352."
1,1A,1A004,,"'For the purposes of 1A004.a.:', '1.Full face masks are also known as gas masks.', '2.Filter canisters include filter cartridges.', '1.Biological agents;', '2.Radioactive materials;', '3.Chemical warfare (CW) agents; or', '4.Riot control agents, including:a.α-Bromobenzeneacetonitrile, (Bromobenzyl cyanide) (CA) (CAS 5798-79-8);b.[(2-Chlorophenyl) methylene] propanedinitrile, (o-Chlorobenzylidenemalononitrile) (CS) (CAS 2698-41-1);c.2-Chloro-1-phenylethanone, Phenylacyl chloride (ω-chloroacetophenone) (CN) (CAS 532-27-4);d.Dibenz-(b,f)-1,4-oxazephine (CR) (CAS 257-07-8);e.10-Chloro-5,10-dihydrophenarsazine, (Phenarsazine chloride), (Adamsite), (DM) (CAS 578-94-9);f.N-Nonanoylmorpholine, (MPA) (CAS 5299-64-9);'"
1,1A,1A004,,"1A004.a. includes Powered Air Purifying Respirators (PAPR) that are designed or modified for defence against agents or materials, listed in 1A004.a."
1,1A,1A004.a.1.,"""Biological agents"";",
1,1A,1A004.a.2.,'Radioactive materials';,
1,1A,1A004.a.3.,Chemical warfare (CW) agents; or,
1,1A,1A004.a.4.,"""Riot control agents"", including:",
1,1A,1A004.a.4.a.,"α-Bromobenzeneacetonitrile, (Bromobenzyl cyanide) (CA) (CAS 5798-79-8);",
1,1A,1A004.a.4.b.,"[(2-Chlorophenyl) methylene] propanedinitrile, (o-Chlorobenzylidenemalononitrile) (CS) (CAS 2698-41-1);",
1,1A,1A004.a.4.c.,"2-Chloro-1-phenylethanone, Phenylacyl chloride (ω-chloroacetophenone) (CN) (CAS 532-27-4);",
1,1A,1A004.a.4.d.,"Dibenz-(b,f)-1,4-oxazephine (CR) (CAS 257-07-8);",
1,1A,1A004.a.4.e.,"10-Chloro-5,10-dihydrophenarsazine, (Phenarsazine chloride), (Adamsite), (DM) (CAS 578-94-9);",
1,1A,1A004.a.4.f.,"N-Nonanoylmorpholine, (MPA) (CAS 5299-64-9);",
1,1A,1A004.b.,"Protective suits, gloves and shoes, specially designed or modified for defence against any of the following:",
1,1A,1A004.b.1.,"""Biological agents"";",
1,1A,1A004.b.2.,'Radioactive materials'; or,
1,1A,1A004.b.3.,Chemical warfare (CW) agents;,
1,1A,1A004.c.,"Detection systems, specially designed or modified for detection or identification of any of the following, and specially designed components therefor:",
1,1A,1A004.c.1.,"""Biological agents"";",
1,1A,1A004.c.2.,'Radioactive materials'; or,
1,1A,1A004.c.3.,Chemical warfare (CW) agents.,
1,1A,1A004.c.3.,,"'Trace detection is defined as the capability to detect less than 1 ppm vapour, or 1mg solid or liquid.', 'Note 1:1A004.d. does not control equipment specially designed for laboratory use.', 'Note 2:1A004.d. does not control non-contact walk-through security portals.', 'Note:1A004 does not control:a.Personal radiation monitoring dosimeters;b.Occupational health or safety equipment limited by design or function to protect against hazards specific to residential safety or civil industries, including:1.mining;2.quarrying;3.agriculture;4.pharmaceutical;5.medical;6.veterinary;7.environmental;8.waste management;9.food industry.', 'Technical Notes:', '1.1A004 includes equipment and components that have been identified, successfully tested to national standards or otherwise proven effective, for the detection of or defence against radioactive materials, biological agents, chemical warfare agents, simulants or riot control agents, even if such equipment or components are used in civil industries such as mining, quarrying, agriculture, pharmaceuticals, medical, veterinary, environmental, waste management, or the food industry.', '2.Simulant is a substance or material that is used in place of toxic agent (chemical or biological) in training, research, testing or evaluation.', '3.For the purposes of 1A004, radioactive materials are those selected or modified to increase their effectiveness in producing casualties in humans or animals, degrading equipment or damaging crops or the environment.'"
1,1A,1A004.c.3.,,1A004.d. does not control equipment specially designed for laboratory use.
1,1A,1A004.c.3.,,1A004.d. does not control non-contact walk-through security portals.
1,1A,1A004.c.3.,,a.
1,1A,1A004.d.Note:a.,Personal radiation monitoring dosimeters;,
1,1A,1A004.d.Note:b.,"Occupational health or safety equipment limited by design or function to protect against hazards specific to residential safety or civil industries, including:",
1,1A,1A005,"Body armour and components therefor, as follows:",
1,1A,1A005,,SEE ALSO MILITARY GOODS CONTROLS.
1,1A,1A005.a.,"Soft body armour not manufactured to military standards or specifications, or to their equivalents, and specially designed components therefor;",
1,1A,1A005.b.,"Hard body armour plates providing ballistic protection equal to or less than level IIIA (NIJ 0101.06, July 2008), or ""equivalent standards"".",
1,1A,1A005.b.,,"For fibrous or filamentary materials used in the manufacture of body armour, see 1C010."
1,1A,1A005.b.,,1A005 does not control body armour when accompanying its user for the user's own personal protection.
1,1A,1A005.b.,,1A005 does not control body armour designed to provide frontal protection only from both fragment and blast from non-military explosive devices.
1,1A,1A005.b.,,"1A005 does not control body armour designed to provide protection only from knife, spike, needle or blunt trauma."
1,1A,1A006,"Equipment, specially designed or modified for the disposal of Improvised Explosive Devices (IEDs), as follows, and specially designed components and accessories therefor:",
1,1A,1A006,,SEE ALSO MILITARY GOODS CONTROLS.
1,1A,1A006.a.,Remotely operated vehicles;,
1,1A,1A006.b.,'Disruptors'.,
1,1A,1A006.b.,,1A006 does not control equipment when accompanying its operator.
1,1A,1A007,"Equipment and devices, specially designed to initiate charges and devices containing ""energetic materials"", by electrical means, as follows:",
1,1A,1A007,,"SEE ALSO MILITARY GOODS CONTROLS, 3A229 AND 3A232."
1,1A,1A007.a.,Explosive detonator firing sets designed to drive explosive detonators specified in 1A007.b.;,
1,1A,1A007.b.,Electrically driven explosive detonators as follows:,
1,1A,1A007.b.1.,Exploding bridge (EB);,
1,1A,1A007.b.2.,Exploding bridge wire (EBW);,
1,1A,1A007.b.3.,Slapper;,
1,1A,1A007.b.4.,Exploding foil initiators (EFI).,
1,1A,1A008,"Charges, devices and components, as follows:",
1,1A,1A008.a.,'Shaped charges' having all of the following:,
1,1A,1A008.a.1.,Net Explosive Quantity (NEQ) greater than 90 g; and,
1,1A,1A008.a.2.,Outer casing diameter equal to or greater than 75 mm;,
